hashed_id,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Last Seen Flow Element ID,Last Seen Question IDs,consent,pledge,sound_check,sound_check_DO,cave_1,lion_1,potatoes_1,banjo_1,look_left_1,clap_1,sad_1,maple_syrup_1,cats_1,opera_1,dance_1,song_1,window_1,garbage_1,pond_1,yellow_1,attn_check_1,check_task,check_task_DO,AI,gender,gender_4_TEXT,race,race_15_TEXT,education,issues,about,condition,num_generics,total_utt,training_structure,training_features_order,Q_DataPolicyViolations,FL_12_DO,InductionTask_DO
179c7b958951,2026-08-17 13:09:23,2026-08-17 13:16:32,IP Address,100,429,True,2026-08-17 13:16:32,R_68CXdFh0ozqrqrA,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,cow|bird|dog|pig|horse,4,3,9,28,2,6,68,8,4,33,22,42,25,9,8,12,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people,No,Female,NA,Black or African American,NA,"Bachelor's (B.A., B.S.)",no,human perception,baseline,NA,NA,NA,NA,NA,FL_14,garbage|cats|sad|pond|banjo|dance|attn_check|clap|potatoes|yellow|lion|opera|maple_syrup|look_left|cave|song|window
03cafc7cb5b1,2026-08-17 13:10:41,2026-08-17 13:16:48,IP Address,100,367,True,2026-08-17 13:16:49,R_33TuMCnY3Wr9xIn,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,cow|bird|horse|dog|pig,0,0,0,51,50,76,0,51,0,0,100,76,0,50,0,50,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Female,NA,Hispanic or Latino/a,NA,"Bachelor's (B.A., B.S.)",NA,Interesting,12/12,12,12,GGGGGGGGGGGG,eat_flowers|draw_stars_knees|bounce_ball_head|dont_like_icecream|dont_like_mud|like_sing|chase_shadows|stripes_hair|freckles_feet|climb_fences|babies_blankets|can_flip_air,NA,FL_43,opera|yellow|dance|song|banjo|cats|pond|sad|garbage|maple_syrup|potatoes|attn_check|look_left|clap|lion|window|cave
cfaa290f23e5,2026-08-17 13:05:30,2026-08-17 13:16:54,IP Address,100,684,True,2026-08-17 13:16:55,R_70qJR2Reho5eMDb,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,pig|cow|bird|horse|dog,22,15,67,12,35,32,39,14,42,50,18,28,17,39,28,52,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Female,NA,Black or African American,NA,"Master's (M.A., M.S.)",NIL,perception,0/12,0,12,SSSSSSSSSSSS,chase_shadows|babies_blankets|eat_flowers|hop_puddles|dont_like_icecream|stripes_hair|can_flip_air|bounce_ball_head|sleep_trees|scared_ladybugs|like_sing|dont_like_mud,NA,FL_34,look_left|opera|potatoes|pond|banjo|window|lion|cave|maple_syrup|yellow|garbage|attn_check|clap|sad|cats|song|dance
04f2fc54b40c,2026-08-17 13:09:23,2026-08-17 13:17:41,IP Address,100,498,True,2026-08-17 13:17:42,R_1xt0aYEukNseZmF,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,cow|pig|horse|bird|dog,46,57,40,63,51,77,24,77,12,67,91,98,76,16,94,58,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,Group behavior,0/8,0,8,SSSSSSSS,draw_stars_knees|climb_fences|dont_like_icecream|flap_arms_happy|bounce_ball_head|like_sing|eat_flowers|can_flip_air,NA,FL_24,window|dance|cats|cave|banjo|garbage|lion|opera|yellow|maple_syrup|song|pond|look_left|attn_check|sad|potatoes|clap
cb02cc19eb03,2026-08-17 13:09:51,2026-08-17 13:17:57,IP Address,100,486,True,2026-08-17 13:17:57,R_1CH40HRu6z0DVMR,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,horse|pig|cow|bird|dog,25,10,10,10,90,80,50,15,10,25,25,60,50,75,10,10,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,People's perceptions of groups like and unlike them,4/16,4,16,GSSSSSSGSSGGSSSS,can_flip_air|eat_flowers|stripes_hair|bounce_ball_head|hop_puddles|babies_blankets|dont_like_mud|freckles_feet|like_sing|chase_shadows|scared_ladybugs|dont_like_icecream|sleep_trees|flap_arms_happy|draw_stars_knees|climb_fences,NA,FL_39,attn_check|dance|cats|sad|garbage|potatoes|pond|clap|cave|look_left|yellow|banjo|lion|window|maple_syrup|opera|song
166ec0a741a7,2026-08-17 13:07:29,2026-08-17 13:18:03,IP Address,100,634,True,2026-08-17 13:18:04,R_1BroHlrbcg2lcTc,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,dog|cow|horse|pig|bird,7,0,62,60,50,10,2,6,35,24,0,60,10,0,15,1,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people,No,Female,NA,South or Southeast Asian,NA,"Bachelor's (B.A., B.S.)",no,fictional group of people,4/8,4,8,GGSSSGSG,chase_shadows|hop_puddles|flap_arms_happy|climb_fences|eat_flowers|sleep_trees|dont_like_mud|stripes_hair,NA,FL_37,banjo|garbage|dance|clap|look_left|song|cave|attn_check|window|pond|potatoes|lion|opera|yellow|sad|maple_syrup|cats
2cd078bfcc98,2026-08-17 13:00:57,2026-08-17 13:18:30,IP Address,100,1052,True,2026-08-17 13:18:31,R_5CWt9BrXb0EiO4z,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,cow|dog|pig|horse|bird,15,87,91,82,80,74,88,16,17,83,50,86,20,21,77,74,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Female,NA,Black or African American,NA,"Master's (M.A., M.S.)",NA,zarpies representing people and how our minds use small clues to categorize a group based on habits characters,0/16,0,16,SSSSSSSSSSSSSSSS,climb_fences|bounce_ball_head|flap_arms_happy|stripes_hair|can_flip_air|freckles_feet|draw_stars_knees|scared_ladybugs|hop_puddles|sleep_trees|chase_shadows|like_sing|dont_like_mud|babies_blankets|eat_flowers|dont_like_icecream,NA,FL_35,banjo|cave|yellow|garbage|pond|sad|opera|clap|cats|look_left|song|potatoes|window|attn_check|lion|maple_syrup|dance
f02484e38807,2026-08-17 13:14:04,2026-08-17 13:18:31,IP Address,100,267,True,2026-08-17 13:18:32,R_3QB06AhQLaiHxUy,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,bird|horse|cow|pig|dog,50,20,100,25,50,50,25,50,5,50,25,75,10,50,25,10,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people,No,Male,NA,Hispanic or Latino/a,NA,Some college,NA,NA,4/12,4,12,SGSGSSSSSGGS,stripes_hair|scared_ladybugs|babies_blankets|dont_like_mud|hop_puddles|freckles_feet|draw_stars_knees|can_flip_air|bounce_ball_head|flap_arms_happy|climb_fences|like_sing,NA,FL_38,dance|cats|maple_syrup|banjo|yellow|attn_check|song|look_left|window|cave|lion|opera|sad|clap|potatoes|garbage|pond
73fae7d23251,2026-08-17 13:03:30,2026-08-17 13:19:00,IP Address,100,930,True,2026-08-17 13:19:01,R_6JV1i80xEHstrUD,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,horse|bird|pig|cow|dog,77,65,66,71,76,86,91,30,58,92,95,90,90,90,93,76,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,Thank you for the opportunity to participate!,"Actions of a fictional group of people, Zarpies.",12/16,12,16,GSGGGGSGGSGSGGGG,climb_fences|babies_blankets|scared_ladybugs|stripes_hair|eat_flowers|hop_puddles|like_sing|bounce_ball_head|freckles_feet|draw_stars_knees|dont_like_mud|sleep_trees|chase_shadows|flap_arms_happy|dont_like_icecream|can_flip_air,NA,FL_44,look_left|cave|cats|opera|potatoes|window|pond|song|lion|attn_check|maple_syrup|yellow|sad|banjo|garbage|clap|dance
aa1c225a1a40,2026-08-17 13:11:44,2026-08-17 13:19:12,IP Address,100,447,True,2026-08-17 13:19:12,R_77rGrO7f8u3bXgZ,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,bird|cow|pig|horse|dog,24,21,23,25,24,23,17,26,19,24,24,75,23,13,49,8,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,High school/GED,NA,no idea,8/12,8,12,GGSGGSSGGSGG,eat_flowers|flap_arms_happy|babies_blankets|climb_fences|chase_shadows|sleep_trees|bounce_ball_head|can_flip_air|scared_ladybugs|freckles_feet|stripes_hair|like_sing,NA,FL_41,garbage|potatoes|yellow|opera|look_left|cave|attn_check|pond|lion|banjo|sad|clap|cats|maple_syrup|song|window|dance
23b1635e0bb3,2026-08-17 13:12:29,2026-08-17 13:19:49,IP Address,100,439,True,2026-08-17 13:19:49,R_7Xn8BVV30qYaC7F,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,bird|pig|dog|cow|horse,5,1,10,20,25,65,5,10,85,3,50,75,80,50,25,35,100,Answering questions about a fictional group of people,Drawing pictures of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American,East Asian",NA,"Bachelor's (B.A., B.S.)",NA,I think it's about anthropomorphizing a lot of dog aspects and seeing how people react,8/16,8,16,SGGSSGSSSSSGGGGG,babies_blankets|freckles_feet|can_flip_air|eat_flowers|dont_like_mud|dont_like_icecream|like_sing|chase_shadows|hop_puddles|stripes_hair|flap_arms_happy|draw_stars_knees|climb_fences|scared_ladybugs|sleep_trees|bounce_ball_head,NA,FL_42,look_left|garbage|maple_syrup|clap|window|sad|opera|cave|song|dance|potatoes|cats|banjo|lion|pond|yellow|attn_check
bddad446b24e,2026-08-17 13:15:02,2026-08-17 13:19:55,IP Address,100,292,True,2026-08-17 13:19:55,R_5pZModl4Cb65hkJ,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,dog|horse|bird|cow|pig,37,39,18,20,69,74,55,17,19,41,78,13,18,19,43,22,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,"Doctoral (Ph.D., J.D., M.D.)",no problems,making inferences about unfamiliar groups,baseline,NA,NA,NA,NA,NA,FL_14,lion|potatoes|song|maple_syrup|cats|sad|yellow|pond|attn_check|garbage|look_left|dance|window|clap|opera|cave|banjo
6bc4d1768460,2026-08-17 13:12:19,2026-08-17 13:19:57,IP Address,100,458,True,2026-08-17 13:19:58,R_1oGj14wOPkVxPuG,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,dog|cow|pig|bird|horse,95,75,60,65,75,75,50,75,75,75,75,95,75,25,90,65,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",none,not sure,12/16,12,16,GGGGSGGSGGGSGGSG,babies_blankets|chase_shadows|eat_flowers|sleep_trees|can_flip_air|dont_like_icecream|freckles_feet|bounce_ball_head|stripes_hair|dont_like_mud|like_sing|climb_fences|scared_ladybugs|hop_puddles|draw_stars_knees|flap_arms_happy,NA,FL_44,cave|window|look_left|cats|song|attn_check|maple_syrup|opera|sad|clap|lion|yellow|garbage|banjo|pond|dance|potatoes
35661de0d0e3,2026-08-17 13:14:20,2026-08-17 13:20:37,IP Address,100,377,True,2026-08-17 13:20:38,R_6z5Bv3p6OEffs2e,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,pig|dog|bird|cow|horse,94,93,97,100,100,97,93,100,93,78,100,100,96,100,87,100,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,a FICTIONAL GROUP OF PEOPLE,16/16,16,16,GGGGGGGGGGGGGGGG,climb_fences|sleep_trees|draw_stars_knees|babies_blankets|like_sing|hop_puddles|scared_ladybugs|bounce_ball_head|stripes_hair|freckles_feet|can_flip_air|chase_shadows|flap_arms_happy|eat_flowers|dont_like_mud|dont_like_icecream,NA,FL_45,opera|song|banjo|potatoes|clap|lion|sad|window|cave|cats|pond|attn_check|garbage|yellow|dance|maple_syrup|look_left
b21239b7ab1d,2026-08-17 13:13:29,2026-08-17 13:20:49,IP Address,100,439,True,2026-08-17 13:20:49,R_7fdZvmMPICQTvur,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,horse|pig|bird|dog|cow,5,0,50,30,50,65,60,65,15,0,65,40,15,15,15,65,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",No,No clue. Utterly confused. Sorry!,0/16,0,16,SSSSSSSSSSSSSSSS,chase_shadows|climb_fences|dont_like_icecream|can_flip_air|freckles_feet|flap_arms_happy|dont_like_mud|bounce_ball_head|draw_stars_knees|babies_blankets|eat_flowers|sleep_trees|like_sing|hop_puddles|stripes_hair|scared_ladybugs,NA,FL_35,clap|cave|maple_syrup|window|pond|dance|lion|look_left|yellow|sad|garbage|potatoes|attn_check|opera|cats|banjo|song
844880ad8eb7,2026-08-17 13:13:32,2026-08-17 13:21:04,IP Address,100,452,True,2026-08-17 13:21:05,R_7yr8tu1ZPqvXp0H,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,bird|cow|horse|pig|dog,0,0,75,5,99,99,95,90,40,65,1,75,95,1,90,1,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,Stereotypes,0/12,0,12,SSSSSSSSSSSS,bounce_ball_head|chase_shadows|can_flip_air|hop_puddles|freckles_feet|stripes_hair|eat_flowers|dont_like_icecream|scared_ladybugs|babies_blankets|like_sing|climb_fences,NA,FL_34,lion|song|potatoes|cave|yellow|opera|dance|clap|garbage|window|sad|look_left|attn_check|banjo|cats|pond|maple_syrup
47019bf92231,2026-08-17 13:13:50,2026-08-17 13:21:31,IP Address,100,460,True,2026-08-17 13:21:31,R_1pxU0nPnyhvTZG4,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,dog|bird|horse|pig|cow,65,56,48,63,38,50,41,64,28,58,39,61,66,40,37,80,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Female,NA,Black or African American,NA,"Master's (M.A., M.S.)",NA,Stereotypes,4/4,4,4,GGGG,scared_ladybugs|freckles_feet|dont_like_icecream|bounce_ball_head,NA,FL_36,pond|clap|cats|cave|potatoes|yellow|banjo|opera|window|attn_check|lion|look_left|maple_syrup|garbage|song|dance|sad
2d37fea9f0f7,2026-08-17 13:16:25,2026-08-17 13:21:55,IP Address,100,329,True,2026-08-17 13:21:55,R_7gUOd6NpFq4vk3n,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,bird|pig|horse|cow|dog,80,1,15,1,5,1,10,10,80,5,5,65,5,1,80,1,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",no,??,12/12,12,12,GGGGGGGGGGGG,eat_flowers|chase_shadows|stripes_hair|freckles_feet|dont_like_icecream|climb_fences|scared_ladybugs|draw_stars_knees|dont_like_mud|like_sing|can_flip_air|hop_puddles,NA,FL_43,clap|sad|lion|maple_syrup|song|dance|banjo|look_left|cats|cave|pond|potatoes|window|garbage|yellow|opera|attn_check
13fb2c1c16c1,2026-08-17 13:15:01,2026-08-17 13:22:31,IP Address,100,449,True,2026-08-17 13:22:31,R_10yR3g9K9fONp9n,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,dog|horse|pig|bird|cow,25,10,40,65,50,0,0,15,0,50,25,50,0,5,0,10,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",No,Learning about a group of people and then rating how common certain traits are within that group,0/12,0,12,SSSSSSSSSSSS,dont_like_mud|can_flip_air|scared_ladybugs|like_sing|babies_blankets|climb_fences|hop_puddles|stripes_hair|chase_shadows|eat_flowers|flap_arms_happy|sleep_trees,NA,FL_34,sad|cats|window|pond|clap|dance|look_left|yellow|banjo|maple_syrup|garbage|opera|attn_check|cave|song|potatoes|lion
52c25e1acf74,2026-08-17 13:09:04,2026-08-17 13:22:51,IP Address,100,827,True,2026-08-17 13:22:51,R_62RrIMCO3KugiBG,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,cow|bird|pig|dog|horse,4,2,8,5,95,10,35,2,15,15,25,65,23,0,58,1,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,Making social judgments,4/12,4,12,SSSSSGGSGSGS,bounce_ball_head|can_flip_air|stripes_hair|hop_puddles|draw_stars_knees|flap_arms_happy|babies_blankets|dont_like_icecream|eat_flowers|dont_like_mud|scared_ladybugs|freckles_feet,NA,FL_38,banjo|potatoes|yellow|maple_syrup|cats|attn_check|lion|cave|window|look_left|dance|garbage|song|opera|pond|sad|clap
611ca491ae3d,2026-08-17 13:16:34,2026-08-17 13:22:56,IP Address,100,382,True,2026-08-17 13:22:56,R_1fdGSeRuXF2oqM2,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,cow|dog|pig|bird|horse,5,3,5,6,12,4,7,4,5,8,14,8,24,3,4,8,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Doctoral (Ph.D., J.D., M.D.)",NA,individuality,12/16,12,16,GGGGSGGSSGGSGGGG,eat_flowers|sleep_trees|flap_arms_happy|babies_blankets|dont_like_icecream|stripes_hair|can_flip_air|draw_stars_knees|scared_ladybugs|chase_shadows|freckles_feet|bounce_ball_head|dont_like_mud|like_sing|hop_puddles|climb_fences,NA,FL_44,window|dance|look_left|yellow|opera|sad|song|banjo|pond|cats|clap|cave|attn_check|potatoes|garbage|maple_syrup|lion
86a23253666d,2026-08-17 13:18:38,2026-08-17 13:23:23,IP Address,100,284,True,2026-08-17 13:23:24,R_1iAKzlWi0smBhaV,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,cow|horse|pig|bird|dog,1,1,1,5,1,1,1,1,1,5,4,5,3,1,1,1,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American,Black or African American",NA,"Bachelor's (B.A., B.S.)",NA,Statistical biases,4/4,4,4,GGGG,climb_fences|stripes_hair|can_flip_air|dont_like_icecream,NA,FL_36,potatoes|garbage|clap|opera|lion|attn_check|cats|song|banjo|maple_syrup|dance|yellow|look_left|pond|sad|cave|window
a2e528d79c85,2026-08-17 13:14:27,2026-08-17 13:23:32,IP Address,100,543,True,2026-08-17 13:23:32,R_1DAKad2ehGVmil6,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,bird|horse|cow|pig|dog,0,0,5,40,0,1,66,0,0,20,0,75,0,0,0,0,100,Answering questions about a fictional group of people,Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",no,I think it's about how similar zarpies are to myself and others I know.,8/16,8,16,GGSSGSGGSGSSGSGS,sleep_trees|dont_like_mud|hop_puddles|freckles_feet|climb_fences|scared_ladybugs|draw_stars_knees|like_sing|babies_blankets|stripes_hair|eat_flowers|flap_arms_happy|can_flip_air|bounce_ball_head|chase_shadows|dont_like_icecream,NA,FL_42,opera|potatoes|maple_syrup|attn_check|cats|banjo|sad|song|dance|cave|pond|garbage|clap|lion|window|look_left|yellow
3d92b46b2a6d,2026-08-17 13:17:36,2026-08-17 13:23:43,IP Address,100,366,True,2026-08-17 13:23:43,R_3wh77eDDZvgLh4s,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,horse|dog|bird|pig|cow,5,50,25,10,25,10,5,24,10,50,75,50,5,5,75,10,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,High school/GED,NA,I honestly couldn't say,8/12,8,12,GGSGSSGGGGSG,sleep_trees|like_sing|freckles_feet|climb_fences|chase_shadows|babies_blankets|eat_flowers|dont_like_mud|scared_ladybugs|dont_like_icecream|draw_stars_knees|flap_arms_happy,NA,FL_41,cave|clap|sad|window|dance|lion|yellow|cats|banjo|garbage|pond|potatoes|attn_check|song|maple_syrup|opera|look_left
0651f2430059,2026-08-17 12:56:45,2026-08-17 13:24:21,IP Address,100,1655,True,2026-08-17 13:24:21,R_3GNUdfAq3QEewnI,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,dog|cow|pig|horse|bird,1,1,89,44,36,3,24,9,8,13,23,76,6,1,95,24,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,i'm not sure,4/8,4,8,SGGSSGSG,flap_arms_happy|sleep_trees|like_sing|freckles_feet|scared_ladybugs|babies_blankets|bounce_ball_head|stripes_hair,NA,FL_37,song|yellow|potatoes|maple_syrup|cave|look_left|lion|dance|pond|attn_check|banjo|clap|cats|opera|window|garbage|sad
3db85e661296,2026-08-17 13:19:33,2026-08-17 13:24:33,IP Address,100,300,True,2026-08-17 13:24:34,R_1SxGRUhcTGdF3F8,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,bird|horse|cow|dog|pig,100,100,100,1,1,1,1,1,1,75,100,100,1,1,100,1,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,Generalizations vs individualism in society,4/8,4,8,GSGGSSSG,dont_like_mud|dont_like_icecream|hop_puddles|chase_shadows|freckles_feet|eat_flowers|babies_blankets|like_sing,NA,FL_37,lion|cave|garbage|potatoes|sad|attn_check|dance|pond|clap|maple_syrup|cats|yellow|opera|banjo|window|song|look_left
001e35c31cfb,2026-08-17 13:16:24,2026-08-17 13:25:23,IP Address,100,539,True,2026-08-17 13:25:23,R_5P0IfoVqyp0S5ac,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,bird|cow|pig|horse|dog,100,23,49,48,51,100,75,24,37,51,47,1,22,25,100,26,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American,Black or African American",NA,High school/GED,none,zarpies,8/8,8,8,GGGGGGGG,like_sing|babies_blankets|eat_flowers|bounce_ball_head|climb_fences|dont_like_icecream|stripes_hair|can_flip_air,NA,FL_40,banjo|clap|pond|window|potatoes|yellow|dance|attn_check|opera|garbage|maple_syrup|cave|look_left|song|sad|cats|lion
6b4634c203a6,2026-08-17 13:18:55,2026-08-17 13:25:32,IP Address,100,397,True,2026-08-17 13:25:33,R_3CgA8OVYD19z1bQ,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,pig|cow|bird|horse|dog,12,8,7,8,9,12,8,11,8,9,8,9,8,9,10,9,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American,South or Southeast Asian",NA,"Doctoral (Ph.D., J.D., M.D.)",NA,Interpretations of people,0/16,0,16,SSSSSSSSSSSSSSSS,hop_puddles|chase_shadows|dont_like_icecream|bounce_ball_head|stripes_hair|like_sing|eat_flowers|draw_stars_knees|dont_like_mud|freckles_feet|babies_blankets|scared_ladybugs|sleep_trees|climb_fences|flap_arms_happy|can_flip_air,NA,FL_35,maple_syrup|clap|cave|pond|song|opera|look_left|yellow|sad|banjo|lion|window|cats|dance|potatoes|attn_check|garbage
b25c39fffd2b,2026-08-17 13:18:15,2026-08-17 13:25:37,IP Address,100,442,True,2026-08-17 13:25:37,R_7iKPFdsdTs8OT0l,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,pig|dog|cow|bird|horse,71,31,26,40,81,38,55,62,75,10,72,50,50,70,86,90,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Male,NA,Black or African American,NA,"Master's (M.A., M.S.)",none,It was fun and easy to go through.,0/4,0,4,SSSS,scared_ladybugs|bounce_ball_head|hop_puddles|chase_shadows,NA,FL_15,opera|garbage|song|potatoes|pond|window|banjo|cave|sad|maple_syrup|cats|dance|look_left|yellow|clap|lion|attn_check
ea909341c567,2026-08-17 13:21:18,2026-08-17 13:26:02,IP Address,100,284,True,2026-08-17 13:26:03,R_1hWi7od6MOdmaei,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,horse|bird|cow|dog|pig,100,11,9,25,50,50,100,100,100,1,100,50,50,100,100,100,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",NA,judging people based on a few facts,4/8,4,8,SGGSGSSG,dont_like_mud|stripes_hair|draw_stars_knees|hop_puddles|dont_like_icecream|freckles_feet|can_flip_air|chase_shadows,NA,FL_37,clap|attn_check|garbage|window|banjo|yellow|song|cave|sad|potatoes|dance|lion|opera|pond|maple_syrup|cats|look_left
