hashed_id,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,pledge,sound_check,sound_check_DO,diet_can_eat_spicy_1,diet_breakfast_late_1,diet_five_meals_day_1,diet_like_juice_pulp_1,diet_pepper_on_all_1,pers_cry_easily_1,pers_collect_rocks_1,pers_like_to_dance_1,pers_like_highfive_1,pers_read_books_1,phys_can_roll_tongue_1,phys_can_snap_toes_1,phys_can_wiggle_ears_1,phys_cold_hands_feet_1,phys_snore_sleep_1,attn_check_1,group_charact,check_task,check_task_DO,AI,gender,gender_4_TEXT,race,race_15_TEXT,education,issues,about,condition,Q_DataPolicyViolations,FL_12_DO,physicalfeatures_DO,dietfeatures_DO,personalityfeatures_DO,heterogeneousfeatures_DO,InductionTask_DO
fdfebf1c149d,2026-06-23 15:08:40,2026-06-23 15:15:33,IP Address,100,413,True,2026-06-23 15:15:34,R_7jAR5quMmG5LxPR,anonymous,EN,I consent,"Yes, I will",bird,pig|bird|cow|dog|horse,40,35,35,50,35,30,35,42,50,50,36,24,30,35,25,100,"I don't think there is a huge group-level characterization. We know that they like to do random things such as drink maple syrup and bake bread, but this cannot possibly apply to every member of the group. So, I think they are a normal group of people that overall have some non-traditional habbits but there is variation within the group.",Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American,East Asian",NA,"Bachelor's (B.A., B.S.)",NA,I think this study is about how people judge a whole group of people based on a bit of information about some people in that group.,diet,NA,FL_34,NA,rdont_like_soup|like_to_drink_tea|eat_cheese|eat_nuts|farm_potatoes|lt_drink_maple_syrup|like_to_eat_herbs|lt_drink_fizzy_water|like_to_eat_broccoli|drink_milk|eat_meat|make_bread|eat_rice|rdont_like_ice_cream|like_to_eat_sweets,NA,NA,diet_like_juice_pulp|pers_cry_easily|diet_breakfast_late|phys_cold_hands_feet|attn_check|pers_collect_rocks|pers_like_highfive|phys_can_wiggle_ears|diet_pepper_on_all|pers_like_to_dance|diet_five_meals_day|phys_can_roll_tongue|phys_snore_sleep|pers_read_books|phys_can_snap_toes|diet_can_eat_spicy
657fba208637,2026-06-23 15:09:12,2026-06-23 15:15:34,IP Address,100,382,True,2026-06-23 15:15:34,R_6sayDkGvGHANyYm,anonymous,EN,I consent,"Yes, I will",bird,cow|pig|bird|dog|horse,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,100,"They're lifestyle habits, and some of their appearance commonalities.",Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,Some college,Everything went great.,VERY unique but fun.,heterogeneous,NA,FL_14,NA,NA,NA,tell_bad_jokes|have_orange_earwax|like_to_eat_herbs|rdont_like_soup|make_bread|like_to_eat_broccoli|like_to_ride_bikes|are_friendly|are_angry|tan_easily|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,attn_check|pers_read_books|diet_like_juice_pulp|phys_can_wiggle_ears|diet_pepper_on_all|diet_can_eat_spicy|phys_cold_hands_feet|phys_can_roll_tongue|pers_like_to_dance|diet_breakfast_late|pers_cry_easily|phys_can_snap_toes|phys_snore_sleep|diet_five_meals_day|pers_collect_rocks|pers_like_highfive
0d4d9f333cca,2026-06-23 15:07:36,2026-06-23 15:15:47,IP Address,100,491,True,2026-06-23 15:15:48,R_3S2i7t6rXe8189v,anonymous,EN,I consent,"Yes, I will",bird,cow|dog|bird|pig|horse,70,27,83,86,75,40,25,61,50,24,24,9,19,56,27,100,whether they dislike soup or ice cream,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",very confusing I didn't really understand the point of the questions or statements,how to group a type of people together based on traits,diet,NA,FL_34,NA,like_to_eat_broccoli|lt_drink_fizzy_water|eat_cheese|like_to_drink_tea|eat_nuts|rdont_like_ice_cream|like_to_eat_herbs|eat_meat|lt_drink_maple_syrup|farm_potatoes|like_to_eat_sweets|drink_milk|eat_rice|rdont_like_soup|make_bread,NA,NA,diet_breakfast_late|diet_pepper_on_all|phys_cold_hands_feet|diet_five_meals_day|pers_collect_rocks|phys_can_roll_tongue|phys_can_snap_toes|phys_can_wiggle_ears|phys_snore_sleep|pers_like_highfive|pers_cry_easily|pers_like_to_dance|pers_read_books|attn_check|diet_can_eat_spicy|diet_like_juice_pulp
89c330106672,2026-06-23 15:08:05,2026-06-23 15:15:54,IP Address,100,469,True,2026-06-23 15:15:55,R_70TlJY2eoNMMePw,anonymous,EN,I consent,"Yes, I will",bird,cow|bird|horse|pig|dog,92,17,88,75,48,63,59,66,83,81,51,10,24,12,75,100,they are families that live together do things together,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people,Yes,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,That everyone is the same do the same thing eat sleep play etc....,personality,NA,FL_80,NA,NA,are_angry|are_friendly|tell_bad_jokes|give_good_gifts|take_care_of_others|are_brave|can_do_cartwheels|teach_children|are_forgetful|live_w_thr_families|like_to_ride_bikes|are_smart|are_silly|are_thoughtful|are_curious,NA,phys_can_roll_tongue|diet_like_juice_pulp|pers_cry_easily|phys_snore_sleep|pers_collect_rocks|pers_like_highfive|diet_five_meals_day|phys_can_snap_toes|diet_can_eat_spicy|diet_breakfast_late|phys_cold_hands_feet|diet_pepper_on_all|phys_can_wiggle_ears|pers_read_books|attn_check|pers_like_to_dance
f611ed2c18a7,2026-06-23 14:58:47,2026-06-23 15:15:56,IP Address,100,1029,True,2026-06-23 15:15:56,R_7b3PLDAgMRrOmx3,anonymous,EN,I consent,"Yes, I will",bird,bird|dog|horse|pig|cow,10,65,18,71,12,97,100,40,28,78,38,81,0,40,74,100,i think what characterizes zarpies as a group is what they all have in common and like doing such such as having orange earwax and doing other things.,Answering questions about a fictional group of people,Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book,No,Female,NA,"Hispanic or Latino/a,Black or African American",NA,High school/GED,no problems.,i think this study was about evaluating our opinions on a group of fictional people.,heterogeneous,NA,FL_14,NA,NA,NA,are_friendly|tell_bad_jokes|have_orange_earwax|are_angry|like_to_ride_bikes|like_to_eat_broccoli|like_to_eat_herbs|tan_easily|make_bread|rdont_like_soup|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,pers_collect_rocks|pers_cry_easily|phys_can_snap_toes|phys_snore_sleep|diet_like_juice_pulp|diet_pepper_on_all|diet_five_meals_day|attn_check|pers_like_highfive|phys_cold_hands_feet|pers_read_books|pers_like_to_dance|diet_breakfast_late|phys_can_roll_tongue|diet_can_eat_spicy|phys_can_wiggle_ears
d8a1f138ee93,2026-06-23 15:05:08,2026-06-23 15:15:59,IP Address,100,651,True,2026-06-23 15:16:00,R_679eFHV0Qrjfzfg,anonymous,EN,I consent,"Yes, I will",bird,pig|cow|bird|dog|horse,46,30,51,67,34,33,56,98,100,51,55,35,78,13,28,100,They all have similar characteristics and act the same ways,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,listening to descriptions about a group of people and answering questions after.,physical,NA,FL_24,have_stripes_in_hair|have_flat_bellbutton|wear tall socks|have_short_nails|have_wide_feet|tan_easily|can_see_really_far|have_tattoos|have_freckles_o_feet|draw_circle_on_knees|have_orange_earwax|can_touch_their_toes|have_a_loud_voice|paint_their_toenails|have_bony_elbows,NA,NA,NA,pers_read_books|diet_five_meals_day|phys_can_snap_toes|diet_breakfast_late|phys_can_wiggle_ears|pers_collect_rocks|pers_cry_easily|phys_snore_sleep|pers_like_to_dance|diet_pepper_on_all|phys_can_roll_tongue|diet_like_juice_pulp|pers_like_highfive|attn_check|diet_can_eat_spicy|phys_cold_hands_feet
2cbb67caea6d,2026-06-23 15:05:27,2026-06-23 15:16:17,IP Address,100,649,True,2026-06-23 15:16:17,R_5PZcGZ61DH62aLv,anonymous,EN,I consent,"Yes, I will",bird,horse|bird|pig|dog|cow,80,18,3,30,23,8,17,27,18,44,4,2,1,10,18,100,"The facts given at the start of the survey- they all have freckled feet, etc.",Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,Some college,no problems.,Racism or ?,physical,NA,FL_24,have_orange_earwax|can_see_really_far|have_short_nails|wear tall socks|draw_circle_on_knees|can_touch_their_toes|have_tattoos|paint_their_toenails|have_flat_bellbutton|tan_easily|have_wide_feet|have_freckles_o_feet|have_stripes_in_hair|have_bony_elbows|have_a_loud_voice,NA,NA,NA,phys_can_snap_toes|pers_like_highfive|pers_read_books|pers_like_to_dance|phys_can_roll_tongue|diet_five_meals_day|phys_can_wiggle_ears|pers_collect_rocks|diet_can_eat_spicy|phys_cold_hands_feet|diet_breakfast_late|phys_snore_sleep|attn_check|diet_pepper_on_all|diet_like_juice_pulp|pers_cry_easily
0fdc9d97f214,2026-06-23 15:07:07,2026-06-23 15:16:21,IP Address,100,553,True,2026-06-23 15:16:21,R_5GBIEr0EwfQROJE,anonymous,EN,I consent,"Yes, I will",bird,pig|bird|dog|cow|horse,80,25,65,74,76,45,24,40,60,37,13,13,41,70,39,100,Zarpies are a diverse group.,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people,No,Female,NA,Black or African American,NA,"Bachelor's (B.A., B.S.)",None,I really have no clue what the study is about. But perhaps it studies biases.,diet,NA,FL_34,NA,eat_rice|eat_nuts|eat_meat|rdont_like_soup|like_to_drink_tea|make_bread|like_to_eat_broccoli|lt_drink_fizzy_water|drink_milk|farm_potatoes|like_to_eat_herbs|eat_cheese|like_to_eat_sweets|lt_drink_maple_syrup|rdont_like_ice_cream,NA,NA,pers_cry_easily|diet_pepper_on_all|phys_can_wiggle_ears|diet_breakfast_late|diet_like_juice_pulp|pers_collect_rocks|diet_five_meals_day|attn_check|phys_can_roll_tongue|phys_snore_sleep|phys_cold_hands_feet|diet_can_eat_spicy|pers_like_highfive|pers_read_books|pers_like_to_dance|phys_can_snap_toes
a2a94af16dee,2026-06-23 15:09:42,2026-06-23 15:16:38,IP Address,100,415,True,2026-06-23 15:16:38,R_7dmWMyzN1MurSUA,anonymous,EN,I consent,"Yes, I will",bird,bird|dog|horse|pig|cow,75,10,25,30,5,100,5,90,100,50,10,1,10,7,30,100,Real People,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,High school/GED,NA,Generalizations about people,personality,NA,FL_80,NA,NA,are_smart|are_angry|are_brave|can_do_cartwheels|are_silly|are_friendly|tell_bad_jokes|are_thoughtful|are_forgetful|teach_children|like_to_ride_bikes|give_good_gifts|live_w_thr_families|are_curious|take_care_of_others,NA,pers_cry_easily|pers_read_books|phys_can_wiggle_ears|phys_can_roll_tongue|diet_breakfast_late|diet_can_eat_spicy|attn_check|pers_like_to_dance|diet_pepper_on_all|phys_snore_sleep|diet_like_juice_pulp|pers_like_highfive|diet_five_meals_day|pers_collect_rocks|phys_can_snap_toes|phys_cold_hands_feet
0f5916b97298,2026-06-23 15:09:29,2026-06-23 15:16:48,IP Address,100,439,True,2026-06-23 15:16:48,R_7imnSIpUcCDEnoZ,anonymous,EN,I consent,"Yes, I will",bird,bird|cow|pig|horse|dog,88,88,94,87,95,91,93,96,95,97,93,92,89,92,86,100,They are kind and giving.,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",No,Making generalizations about groups,personality,NA,FL_80,NA,NA,teach_children|are_smart|like_to_ride_bikes|are_thoughtful|take_care_of_others|are_brave|can_do_cartwheels|are_silly|are_curious|give_good_gifts|are_friendly|are_forgetful|tell_bad_jokes|are_angry|live_w_thr_families,NA,diet_breakfast_late|phys_can_snap_toes|pers_read_books|diet_pepper_on_all|phys_cold_hands_feet|pers_like_highfive|diet_five_meals_day|pers_cry_easily|pers_collect_rocks|phys_can_roll_tongue|pers_like_to_dance|diet_can_eat_spicy|phys_can_wiggle_ears|diet_like_juice_pulp|attn_check|phys_snore_sleep
8971bb851c8f,2026-06-23 15:08:56,2026-06-23 15:16:48,IP Address,100,472,True,2026-06-23 15:16:49,R_7rV90ii1L0vbFY6,anonymous,EN,I consent,"Yes, I will",bird,dog|cow|pig|bird|horse,65,25,50,60,50,33,75,80,50,75,80,50,80,33,33,100,Oddities and random behaviors,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Doctoral (Ph.D., J.D., M.D.)",none,"How color of skin influenced different characteristics, like whether the group of people liked to eat spicy foods",heterogeneous,NA,FL_14,NA,NA,NA,like_to_ride_bikes|are_friendly|tell_bad_jokes|have_orange_earwax|tan_easily|like_to_eat_broccoli|are_angry|make_bread|rdont_like_soup|like_to_eat_herbs|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,pers_cry_easily|phys_cold_hands_feet|attn_check|diet_pepper_on_all|phys_snore_sleep|pers_collect_rocks|phys_can_snap_toes|diet_can_eat_spicy|diet_five_meals_day|pers_like_to_dance|phys_can_wiggle_ears|phys_can_roll_tongue|pers_like_highfive|diet_breakfast_late|pers_read_books|diet_like_juice_pulp
bd6a455a5a83,2026-06-23 15:07:11,2026-06-23 15:16:52,IP Address,100,580,True,2026-06-23 15:16:53,R_5dMPhgw3E50WuLw,anonymous,EN,I consent,"Yes, I will",bird,dog|cow|pig|horse|bird,90,50,100,100,100,60,75,75,85,100,40,5,35,25,40,100,"Shared cultural identities and traits, such as food culture or general moods and dispositions",Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,How people conceptualize and characterize a race or ethnic group of people,heterogeneous,NA,FL_14,NA,NA,NA,rdont_like_soup|tell_bad_jokes|have_orange_earwax|like_to_eat_broccoli|are_angry|tan_easily|make_bread|like_to_ride_bikes|are_friendly|like_to_eat_herbs|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,diet_pepper_on_all|diet_five_meals_day|pers_like_to_dance|diet_breakfast_late|phys_can_wiggle_ears|pers_collect_rocks|pers_read_books|phys_can_roll_tongue|attn_check|phys_can_snap_toes|pers_like_highfive|phys_cold_hands_feet|pers_cry_easily|diet_like_juice_pulp|phys_snore_sleep|diet_can_eat_spicy
dc6d32065dee,2026-06-23 15:09:09,2026-06-23 15:16:59,IP Address,100,469,True,2026-06-23 15:17:00,R_6NX3DDmbZVM58HN,anonymous,EN,I consent,"Yes, I will",bird,pig|horse|dog|cow|bird,77,77,75,75,75,76,76,76,75,77,76,76,77,77,76,100,they all act the same,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Female,NA,Black or African American,NA,"Bachelor's (B.A., B.S.)",n/a,attention spans,personality,NA,FL_80,NA,NA,give_good_gifts|tell_bad_jokes|are_angry|take_care_of_others|are_silly|can_do_cartwheels|are_smart|are_thoughtful|like_to_ride_bikes|are_forgetful|are_friendly|are_curious|are_brave|live_w_thr_families|teach_children,NA,diet_five_meals_day|attn_check|diet_like_juice_pulp|pers_collect_rocks|pers_read_books|diet_breakfast_late|phys_can_snap_toes|pers_like_to_dance|diet_can_eat_spicy|diet_pepper_on_all|pers_like_highfive|phys_snore_sleep|phys_can_wiggle_ears|pers_cry_easily|phys_can_roll_tongue|phys_cold_hands_feet
078537f7e241,2026-06-23 15:10:48,2026-06-23 15:17:32,IP Address,100,404,True,2026-06-23 15:17:33,R_6WVsTAssy3YDiaR,anonymous,EN,I consent,"Yes, I will",bird,horse|pig|cow|bird|dog,50,25,10,75,50,30,75,60,75,60,50,10,50,50,50,100,They just seem like normal people that act as most people do.,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,"I don't know. Your voice is very nice and easy to follow, though.",diet,NA,FL_34,NA,make_bread|like_to_eat_herbs|eat_nuts|eat_rice|rdont_like_ice_cream|lt_drink_fizzy_water|eat_meat|lt_drink_maple_syrup|rdont_like_soup|farm_potatoes|like_to_eat_sweets|eat_cheese|drink_milk|like_to_eat_broccoli|like_to_drink_tea,NA,NA,pers_like_highfive|pers_collect_rocks|phys_cold_hands_feet|phys_can_roll_tongue|pers_read_books|diet_breakfast_late|diet_can_eat_spicy|diet_five_meals_day|attn_check|diet_like_juice_pulp|phys_can_wiggle_ears|phys_snore_sleep|phys_can_snap_toes|diet_pepper_on_all|pers_like_to_dance|pers_cry_easily
c45256d0285d,2026-06-23 15:09:55,2026-06-23 15:17:36,IP Address,100,460,True,2026-06-23 15:17:37,R_1y8czo27emoIz31,anonymous,EN,I consent,"Yes, I will",bird,horse|cow|dog|pig|bird,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"They all do, and like the same things.",Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,Some college,none,either I got the theme or didn't,physical,NA,FL_24,paint_their_toenails|have_flat_bellbutton|have_a_loud_voice|can_touch_their_toes|have_stripes_in_hair|have_bony_elbows|have_short_nails|can_see_really_far|draw_circle_on_knees|have_wide_feet|have_orange_earwax|have_freckles_o_feet|wear tall socks|have_tattoos|tan_easily,NA,NA,NA,diet_can_eat_spicy|pers_cry_easily|phys_snore_sleep|phys_can_roll_tongue|diet_like_juice_pulp|pers_read_books|phys_can_snap_toes|pers_like_to_dance|phys_cold_hands_feet|diet_five_meals_day|phys_can_wiggle_ears|diet_pepper_on_all|pers_collect_rocks|attn_check|diet_breakfast_late|pers_like_highfive
733cb9f6a161,2026-06-23 15:09:23,2026-06-23 15:18:12,IP Address,100,528,True,2026-06-23 15:18:13,R_6UY46oDGNW1oNES,anonymous,EN,I consent,"Yes, I will",bird,dog|horse|cow|bird|pig,82,13,11,30,5,9,79,74,94,91,16,3,50,10,58,100,Free and loving,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,none,"Even though the Zarpies were made up, I think that the questions made us think of the real world and made us correlate what the Zarpies might do / or how they may behave to real people.",personality,NA,FL_80,NA,NA,are_thoughtful|are_silly|are_smart|like_to_ride_bikes|are_curious|are_forgetful|teach_children|live_w_thr_families|are_angry|take_care_of_others|can_do_cartwheels|are_friendly|tell_bad_jokes|give_good_gifts|are_brave,NA,pers_read_books|phys_can_wiggle_ears|attn_check|diet_pepper_on_all|diet_breakfast_late|pers_like_highfive|phys_cold_hands_feet|pers_collect_rocks|diet_five_meals_day|diet_like_juice_pulp|pers_cry_easily|diet_can_eat_spicy|pers_like_to_dance|phys_can_roll_tongue|phys_can_snap_toes|phys_snore_sleep
46e060a6b5bc,2026-06-23 15:10:36,2026-06-23 15:18:16,IP Address,100,459,True,2026-06-23 15:18:16,R_6NmlOJq28bq554o,anonymous,EN,I consent,"Yes, I will",bird,dog|pig|cow|horse|bird,35,25,22,22,15,39,8,66,49,39,24,8,8,32,50,100,I believe that every zarpie is different in their own way and belong to this group,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Female,NA,Hispanic or Latino/a,NA,High school/GED,NA,us,personality,NA,FL_80,NA,NA,are_curious|tell_bad_jokes|are_thoughtful|are_angry|are_silly|are_forgetful|are_brave|can_do_cartwheels|live_w_thr_families|like_to_ride_bikes|take_care_of_others|teach_children|are_smart|are_friendly|give_good_gifts,NA,pers_read_books|pers_like_highfive|phys_can_snap_toes|attn_check|phys_snore_sleep|phys_can_roll_tongue|diet_breakfast_late|diet_pepper_on_all|pers_like_to_dance|diet_can_eat_spicy|phys_can_wiggle_ears|diet_five_meals_day|pers_cry_easily|pers_collect_rocks|phys_cold_hands_feet|diet_like_juice_pulp
d718d5bcc7e3,2026-06-23 15:10:57,2026-06-23 15:18:34,IP Address,100,456,True,2026-06-23 15:18:34,R_6wAJ1CpAsMxJcns,anonymous,EN,I consent,"Yes, I will",bird,horse|pig|bird|dog|cow,72,50,25,75,50,50,45,50,25,68,76,25,58,45,50,100,Their diet.,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,It seemed a bit odd to me.,diet,NA,FL_34,NA,eat_rice|rdont_like_ice_cream|eat_nuts|eat_meat|like_to_eat_broccoli|lt_drink_fizzy_water|rdont_like_soup|like_to_drink_tea|farm_potatoes|like_to_eat_sweets|eat_cheese|make_bread|like_to_eat_herbs|drink_milk|lt_drink_maple_syrup,NA,NA,attn_check|diet_like_juice_pulp|diet_breakfast_late|diet_five_meals_day|pers_like_highfive|phys_can_snap_toes|pers_like_to_dance|phys_can_roll_tongue|pers_collect_rocks|phys_cold_hands_feet|phys_can_wiggle_ears|diet_pepper_on_all|pers_cry_easily|diet_can_eat_spicy|phys_snore_sleep|pers_read_books
fef81fac34d9,2026-06-23 15:11:07,2026-06-23 15:18:41,IP Address,100,453,True,2026-06-23 15:18:41,R_79wba2dAreeEXRL,anonymous,EN,I consent,"Yes, I will",bird,bird|dog|cow|horse|pig,81,30,6,48,62,42,61,60,75,46,90,29,10,37,52,100,They are like humans and like to do alot of stuff.,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,High school/GED,NA,It was fun. Thank you.,heterogeneous,NA,FL_14,NA,NA,NA,like_to_eat_broccoli|rdont_like_soup|like_to_ride_bikes|tell_bad_jokes|make_bread|are_friendly|are_angry|like_to_eat_herbs|tan_easily|have_orange_earwax|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,phys_can_snap_toes|attn_check|phys_cold_hands_feet|diet_breakfast_late|pers_like_highfive|phys_snore_sleep|pers_cry_easily|phys_can_wiggle_ears|diet_can_eat_spicy|pers_collect_rocks|diet_like_juice_pulp|diet_five_meals_day|phys_can_roll_tongue|diet_pepper_on_all|pers_like_to_dance|pers_read_books
1d0e94fbefdf,2026-06-23 15:11:39,2026-06-23 15:18:43,IP Address,100,424,True,2026-06-23 15:18:43,R_6G3eZ2EVIIrQE3D,anonymous,EN,I consent,"Yes, I will",bird,dog|horse|pig|cow|bird,98,98,97,99,98,98,98,97,100,99,98,99,99,98,99,100,"The same character, looks that have stripes in hair and paint their short nails distinguishes them as Zarpies.",Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people,No,Male,NA,Black or African American,NA,"Bachelor's (B.A., B.S.)",I did not experience any issues with the survey.,A fictional group of people called Zarpies.,physical,NA,FL_24,can_see_really_far|have_tattoos|wear tall socks|paint_their_toenails|draw_circle_on_knees|have_stripes_in_hair|have_bony_elbows|tan_easily|have_flat_bellbutton|have_short_nails|have_orange_earwax|have_wide_feet|can_touch_their_toes|have_a_loud_voice|have_freckles_o_feet,NA,NA,NA,diet_like_juice_pulp|pers_like_highfive|diet_breakfast_late|phys_snore_sleep|pers_collect_rocks|pers_read_books|pers_like_to_dance|pers_cry_easily|diet_pepper_on_all|attn_check|phys_can_wiggle_ears|phys_cold_hands_feet|phys_can_snap_toes|phys_can_roll_tongue|diet_five_meals_day|diet_can_eat_spicy
5157abeabfb1,2026-06-23 15:08:53,2026-06-23 15:18:59,IP Address,100,605,True,2026-06-23 15:18:59,R_7BVfnibgjWkxGfF,anonymous,EN,I consent,"Yes, I will",bird,cow|dog|bird|pig|horse,80,80,70,80,80,80,80,80,80,80,80,80,80,80,80,100,Assimilation with one another.,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",N/A,Not sure,diet,NA,FL_34,NA,like_to_eat_herbs|drink_milk|like_to_drink_tea|like_to_eat_sweets|eat_meat|eat_cheese|rdont_like_ice_cream|make_bread|eat_nuts|like_to_eat_broccoli|lt_drink_maple_syrup|farm_potatoes|lt_drink_fizzy_water|eat_rice|rdont_like_soup,NA,NA,pers_like_to_dance|diet_breakfast_late|pers_collect_rocks|pers_read_books|pers_cry_easily|pers_like_highfive|phys_cold_hands_feet|attn_check|diet_pepper_on_all|diet_like_juice_pulp|diet_can_eat_spicy|phys_can_roll_tongue|phys_snore_sleep|phys_can_snap_toes|phys_can_wiggle_ears|diet_five_meals_day
a847b78c5340,2026-06-23 15:12:30,2026-06-23 15:19:04,IP Address,100,393,True,2026-06-23 15:19:05,R_6LbwgfZFeEWYqCR,anonymous,EN,I consent,"Yes, I will",bird,dog|bird|pig|horse|cow,15,25,10,50,5,40,85,80,100,50,20,1,30,75,35,100,They enjoy eating,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Male,NA,East Asian,NA,"Bachelor's (B.A., B.S.)",NA,I think it's a study about how people process memory when given audio and visual cues.,diet,NA,FL_34,NA,like_to_eat_broccoli|make_bread|farm_potatoes|eat_cheese|eat_nuts|eat_meat|lt_drink_fizzy_water|drink_milk|like_to_eat_sweets|lt_drink_maple_syrup|rdont_like_soup|like_to_drink_tea|rdont_like_ice_cream|like_to_eat_herbs|eat_rice,NA,NA,phys_cold_hands_feet|pers_collect_rocks|phys_can_snap_toes|pers_like_to_dance|pers_cry_easily|phys_can_wiggle_ears|diet_like_juice_pulp|phys_snore_sleep|diet_breakfast_late|phys_can_roll_tongue|diet_can_eat_spicy|pers_read_books|diet_five_meals_day|attn_check|pers_like_highfive|diet_pepper_on_all
