hashed_id,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,pledge,sound_check,sound_check_DO,cave_1,lion_1,potatoes_1,banjo_1,look_left_1,clap_1,sad_1,maple_syrup_1,cats_1,opera_1,dance_1,song_1,window_1,garbage_1,pond_1,yellow_1,attn_check_1,check_task,check_task_DO,AI,gender,gender_4_TEXT,race,race_15_TEXT,education,issues,about,condition,num_generics,total_utt,training_structure,training_features_order,FL_12_DO,InductionTask_DO
422fb42f7df9,2025-03-10 08:39:30,2025-03-10 08:44:34,IP Address,100,303,True,2025-03-10 08:44:34,R_6Lc9YhXgQlsyq16,anonymous,EN,I consent,"Yes, I will",bird,pig|cow|bird|dog|horse,2,1,11,16,3,2,1,2,1,11,1,24,22,1,1,1,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,Some college,none,generalizing a group of people,baseline,NA,NA,NA,NA,FL_14,song|maple_syrup|clap|garbage|pond|window|yellow|dance|banjo|potatoes|attn_check|lion|cave|sad|opera|look_left|cats
1b924773b38b,2025-03-10 08:38:08,2025-03-10 08:44:40,IP Address,100,392,True,2025-03-10 08:44:41,R_7MMNtwwwhzFZOgV,anonymous,EN,I consent,"Yes, I will",bird,dog|cow|pig|horse|bird,90,100,100,50,100,100,100,100,100,52,100,100,100,100,100,100,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Female,NA,Black or African American,NA,"Master's (M.A., M.S.)",NA,Judgment of an unfamiliar group.,baseline,NA,NA,NA,NA,FL_14,garbage|maple_syrup|cats|potatoes|look_left|lion|clap|yellow|sad|song|pond|opera|banjo|cave|attn_check|window|dance
c5000238bc0d,2025-03-10 08:38:46,2025-03-10 08:44:51,IP Address,100,364,True,2025-03-10 08:44:52,R_1gT8kMEpeBwGHcw,anonymous,EN,I consent,"Yes, I will",bird,dog|bird|cow|pig|horse,10,15,69,62,50,36,50,49,51,68,50,54,23,25,71,44,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,NA,8/16,8,16,GSSGSGGGSGSGSSGS,eat_flowers|freckles_feet|bounce_ball_head|dont_like_icecream|dont_like_mud|sleep_trees|hop_puddles|draw_stars_knees|chase_shadows|stripes_hair|like_sing|scared_ladybugs|climb_fences|babies_blankets|flap_arms_happy|can_flip_air,FL_42,dance|clap|sad|attn_check|yellow|opera|maple_syrup|cave|potatoes|song|window|look_left|garbage|lion|pond|cats|banjo
8c739615653c,2025-03-10 08:32:43,2025-03-10 08:45:01,IP Address,100,737,True,2025-03-10 08:45:01,R_5zP955toXyqZ6cF,anonymous,EN,I consent,"Yes, I will",bird,dog|horse|pig|cow|bird,50,50,50,50,50,50,50,50,52,50,50,50,50,50,50,50,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,nope,no idea,0/4,0,4,SSSS,like_sing|sleep_trees|can_flip_air|stripes_hair,FL_15,clap|look_left|maple_syrup|pond|garbage|lion|opera|cats|song|potatoes|window|attn_check|cave|dance|yellow|banjo|sad
ad780d4a731d,2025-03-10 08:37:42,2025-03-10 08:45:04,IP Address,100,442,True,2025-03-10 08:45:05,R_5OPGK9wMXljhtoz,anonymous,EN,I consent,"Yes, I will",bird,cow|horse|bird|dog|pig,2,10,39,10,12,25,7,5,24,18,23,89,5,6,32,11,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,Some college,NA,Making assumptions about people based on their appearance,0/4,0,4,SSSS,freckles_feet|babies_blankets|stripes_hair|like_sing,FL_15,window|song|clap|maple_syrup|opera|sad|garbage|cave|cats|yellow|dance|look_left|attn_check|banjo|lion|pond|potatoes
0f674b1fe53a,2025-03-10 08:41:32,2025-03-10 08:45:17,IP Address,100,224,True,2025-03-10 08:45:17,R_5rZz9dq6cl1pfUm,anonymous,EN,I consent,"Yes, I will",bird,pig|bird|cow|dog|horse,0,0,14,0,25,20,1,2,1,40,18,50,1,0,0,1,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",no,judging an unknown group of people,0/8,0,8,SSSSSSSS,can_flip_air|hop_puddles|draw_stars_knees|chase_shadows|bounce_ball_head|dont_like_icecream|flap_arms_happy|climb_fences,FL_24,clap|banjo|sad|look_left|cats|opera|potatoes|song|pond|garbage|maple_syrup|attn_check|cave|yellow|dance|lion|window
ab5712bf301d,2025-03-10 08:38:47,2025-03-10 08:45:18,IP Address,100,390,True,2025-03-10 08:45:18,R_6vRR4ySoM4bELIZ,anonymous,EN,I consent,"Yes, I will",bird,pig|cow|horse|bird|dog,100,100,100,1,50,75,100,50,100,0,100,50,1,100,100,50,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",NA,my Opiongs on perceptions of a group of people based on cartoon examples,0/12,0,12,SSSSSSSSSSSS,bounce_ball_head|climb_fences|sleep_trees|draw_stars_knees|hop_puddles|freckles_feet|dont_like_icecream|chase_shadows|scared_ladybugs|eat_flowers|can_flip_air|flap_arms_happy,FL_34,opera|banjo|dance|pond|song|lion|clap|cave|attn_check|yellow|sad|garbage|window|cats|potatoes|look_left|maple_syrup
dd87e76bcbf3,2025-03-10 08:40:50,2025-03-10 08:45:20,IP Address,100,270,True,2025-03-10 08:45:20,R_3B3haoCHT3DRf5u,anonymous,EN,I consent,"Yes, I will",bird,bird|dog|cow|horse|pig,5,2,8,8,43,1,4,9,12,13,9,38,18,5,14,4,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,High school/GED,NA,racial bias,8/12,8,12,SGGGGGGSSGSG,eat_flowers|dont_like_icecream|chase_shadows|hop_puddles|freckles_feet|can_flip_air|bounce_ball_head|like_sing|babies_blankets|stripes_hair|flap_arms_happy|dont_like_mud,FL_41,potatoes|cave|dance|garbage|opera|yellow|look_left|maple_syrup|song|clap|window|sad|cats|lion|pond|attn_check|banjo
d1bf3584f486,2025-03-10 08:40:14,2025-03-10 08:45:22,IP Address,100,307,True,2025-03-10 08:45:22,R_11oG79WNAt4oGNE,anonymous,EN,I consent,"Yes, I will",bird,cow|pig|dog|horse|bird,11,0,86,72,98,51,17,4,44,65,63,73,8,0,0,7,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",None,Opinion on others,0/8,0,8,SSSSSSSS,chase_shadows|bounce_ball_head|hop_puddles|like_sing|scared_ladybugs|babies_blankets|draw_stars_knees|dont_like_icecream,FL_24,window|pond|sad|dance|potatoes|look_left|cave|clap|attn_check|maple_syrup|garbage|cats|banjo|yellow|song|lion|opera
262f9e609b22,2025-03-10 08:37:27,2025-03-10 08:45:27,IP Address,100,480,True,2025-03-10 08:45:28,R_6MijSEqlLna832x,anonymous,EN,I consent,"Yes, I will",bird,horse|cow|pig|bird|dog,13,17,14,9,19,16,20,24,16,25,25,25,18,17,24,17,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,paying attention and your thoughts are abstract things,0/12,0,12,SSSSSSSSSSSS,hop_puddles|stripes_hair|bounce_ball_head|can_flip_air|dont_like_icecream|eat_flowers|scared_ladybugs|flap_arms_happy|dont_like_mud|babies_blankets|sleep_trees|climb_fences,FL_34,banjo|potatoes|window|clap|cave|yellow|pond|look_left|attn_check|song|sad|cats|lion|garbage|opera|dance|maple_syrup
7cae2e6ddd94,2025-03-10 08:39:20,2025-03-10 08:45:35,IP Address,100,375,True,2025-03-10 08:45:36,R_163wtMwSFg19Jdb,anonymous,EN,I consent,"Yes, I will",bird,cow|dog|horse|pig|bird,98,100,94,100,58,100,51,89,14,34,85,51,100,98,100,75,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",NA,NA,0/12,0,12,SSSSSSSSSSSS,draw_stars_knees|eat_flowers|scared_ladybugs|flap_arms_happy|babies_blankets|can_flip_air|dont_like_mud|like_sing|hop_puddles|stripes_hair|sleep_trees|dont_like_icecream,FL_34,cave|attn_check|garbage|lion|banjo|dance|maple_syrup|sad|yellow|opera|cats|clap|window|pond|song|potatoes|look_left
bffdfc688615,2025-03-10 08:40:43,2025-03-10 08:45:35,IP Address,100,292,True,2025-03-10 08:45:36,R_51WON1Cu7ytBiUD,anonymous,EN,I consent,"Yes, I will",bird,horse|pig|bird|cow|dog,90,51,15,40,90,90,5,76,75,50,100,10,100,95,91,75,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,High school/GED,NA,seeing what people think other cultures do,8/8,8,8,GGGGGGGG,freckles_feet|sleep_trees|can_flip_air|chase_shadows|climb_fences|eat_flowers|hop_puddles|dont_like_icecream,FL_40,cave|attn_check|yellow|opera|potatoes|banjo|pond|lion|clap|cats|window|look_left|garbage|sad|maple_syrup|song|dance
d71efcfd10e9,2025-03-10 08:40:59,2025-03-10 08:45:36,IP Address,100,276,True,2025-03-10 08:45:37,R_1LXbmy1CP78Ghbx,anonymous,EN,I consent,"Yes, I will",bird,dog|cow|bird|pig|horse,40,80,87,100,66,100,25,85,25,90,100,100,50,75,60,75,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",NA,NA,12/12,12,12,GGGGGGGGGGGG,draw_stars_knees|climb_fences|flap_arms_happy|bounce_ball_head|scared_ladybugs|dont_like_mud|like_sing|can_flip_air|sleep_trees|babies_blankets|chase_shadows|freckles_feet,FL_43,dance|garbage|window|song|lion|cats|cave|maple_syrup|pond|opera|clap|potatoes|yellow|look_left|banjo|attn_check|sad
db7e98b69aa1,2025-03-10 08:40:51,2025-03-10 08:45:41,IP Address,100,289,True,2025-03-10 08:45:41,R_3WOnkFbFPboc52I,anonymous,EN,I consent,"Yes, I will",bird,cow|pig|horse|bird|dog,74,62,100,61,100,100,76,56,76,51,100,66,81,100,76,100,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American,Hispanic or Latino/a",NA,"Bachelor's (B.A., B.S.)",NA,I have no idea,4/12,4,12,SGSSSGSGSGSS,hop_puddles|stripes_hair|babies_blankets|eat_flowers|can_flip_air|dont_like_icecream|dont_like_mud|draw_stars_knees|chase_shadows|flap_arms_happy|like_sing|bounce_ball_head,FL_38,potatoes|sad|banjo|look_left|cats|dance|clap|lion|pond|opera|cave|maple_syrup|yellow|garbage|attn_check|song|window
13217aa669aa,2025-03-10 08:39:35,2025-03-10 08:45:41,IP Address,100,366,True,2025-03-10 08:45:42,R_78FJn3dXLjt6n8p,anonymous,EN,I consent,"Yes, I will",bird,pig|bird|horse|dog|cow,20,35,50,25,10,5,5,20,25,50,30,75,50,10,20,15,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,High school/GED,NA,no idea,4/16,4,16,SSSGSSGGSSSSSSGS,stripes_hair|dont_like_icecream|sleep_trees|eat_flowers|draw_stars_knees|flap_arms_happy|climb_fences|scared_ladybugs|chase_shadows|like_sing|babies_blankets|freckles_feet|bounce_ball_head|can_flip_air|hop_puddles|dont_like_mud,FL_39,garbage|clap|song|cats|pond|dance|maple_syrup|opera|attn_check|look_left|yellow|lion|cave|potatoes|banjo|sad|window
551a7be59d2d,2025-03-10 08:34:56,2025-03-10 08:45:44,IP Address,100,648,True,2025-03-10 08:45:45,R_78tykAsHcV9vCx3,anonymous,EN,I consent,"Yes, I will",bird,horse|dog|pig|bird|cow,25,60,60,40,25,25,25,30,25,60,50,60,75,30,60,40,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Male,NA,East Asian,NA,Some college,NA,Not sure,12/16,12,16,GGGGSSGSSGGGGGGG,sleep_trees|draw_stars_knees|flap_arms_happy|chase_shadows|scared_ladybugs|babies_blankets|hop_puddles|bounce_ball_head|climb_fences|dont_like_icecream|stripes_hair|can_flip_air|freckles_feet|like_sing|dont_like_mud|eat_flowers,FL_44,lion|potatoes|window|dance|banjo|pond|yellow|garbage|maple_syrup|attn_check|sad|song|clap|cats|opera|look_left|cave
8d605d437713,2025-03-10 08:39:21,2025-03-10 08:45:56,IP Address,100,395,True,2025-03-10 08:45:56,R_3gSJtSyEvOt2lcl,anonymous,EN,I consent,"Yes, I will",bird,horse|pig|cow|dog|bird,1,1,5,3,3,1,10,3,4,10,5,15,5,1,1,1,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,High school/GED,NA,Race,4/8,4,8,GSSGGGSS,scared_ladybugs|freckles_feet|babies_blankets|dont_like_mud|sleep_trees|flap_arms_happy|draw_stars_knees|bounce_ball_head,FL_37,cave|clap|opera|dance|banjo|window|sad|lion|song|yellow|attn_check|maple_syrup|pond|look_left|cats|potatoes|garbage
b4d46239b6e1,2025-03-10 08:40:52,2025-03-10 08:45:59,IP Address,100,306,True,2025-03-10 08:45:59,R_6QCLf8sl3FA2sfL,anonymous,EN,I consent,"Yes, I will",bird,horse|dog|cow|pig|bird,76,77,90,95,91,89,51,87,76,87,48,100,99,74,90,100,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",NA,This study is about my perceptions of a fictional group of people.,0/4,0,4,SSSS,hop_puddles|scared_ladybugs|freckles_feet|draw_stars_knees,FL_15,lion|yellow|sad|dance|window|pond|attn_check|garbage|clap|maple_syrup|opera|banjo|cats|potatoes|song|cave|look_left
911629e4e31a,2025-03-10 08:41:51,2025-03-10 08:46:13,IP Address,100,261,True,2025-03-10 08:46:13,R_5DAsoqhfh6EicyR,anonymous,EN,I consent,"Yes, I will",bird,pig|dog|cow|horse|bird,4,7,85,91,11,65,54,77,0,67,79,100,18,5,100,66,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,High school/GED,n/a,The mood of people.,0/8,0,8,SSSSSSSS,hop_puddles|babies_blankets|stripes_hair|like_sing|dont_like_icecream|chase_shadows|climb_fences|scared_ladybugs,FL_24,cave|dance|potatoes|lion|yellow|banjo|attn_check|pond|window|garbage|clap|song|opera|look_left|cats|maple_syrup|sad
e68915884623,2025-03-10 08:38:52,2025-03-10 08:46:18,IP Address,100,445,True,2025-03-10 08:46:19,R_8PKbhjd1lNGL8DT,anonymous,EN,I consent,"Yes, I will",bird,bird|pig|dog|horse|cow,10,2,33,60,1,2,95,50,1,40,75,98,5,4,50,10,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,biases?,8/16,8,16,SGSSGSGGSGGSGGSS,eat_flowers|chase_shadows|sleep_trees|can_flip_air|freckles_feet|draw_stars_knees|stripes_hair|like_sing|scared_ladybugs|flap_arms_happy|dont_like_icecream|dont_like_mud|babies_blankets|hop_puddles|climb_fences|bounce_ball_head,FL_42,cave|potatoes|song|cats|window|look_left|pond|banjo|yellow|opera|attn_check|lion|clap|dance|maple_syrup|garbage|sad
5788be9bd56f,2025-03-10 08:40:07,2025-03-10 08:46:38,IP Address,100,390,True,2025-03-10 08:46:39,R_3GvrfhqzNJGbSKC,anonymous,EN,I consent,"Yes, I will",bird,dog|cow|horse|pig|bird,0,0,3,3,16,0,8,1,2,20,1,75,4,2,2,1,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,Ability to recall specific and random information when provided with lots of information all at once.,16/16,16,16,GGGGGGGGGGGGGGGG,babies_blankets|freckles_feet|stripes_hair|dont_like_mud|can_flip_air|dont_like_icecream|climb_fences|bounce_ball_head|scared_ladybugs|chase_shadows|draw_stars_knees|eat_flowers|flap_arms_happy|like_sing|hop_puddles|sleep_trees,FL_45,banjo|yellow|potatoes|clap|look_left|cave|cats|sad|pond|maple_syrup|lion|garbage|window|song|dance|opera|attn_check
541ef9e94372,2025-03-10 08:39:01,2025-03-10 08:46:45,IP Address,100,464,True,2025-03-10 08:46:46,R_5LRPgM27NZ6Be4j,anonymous,EN,I consent,"Yes, I will",bird,dog|cow|pig|horse|bird,41,65,8,12,59,77,36,62,8,13,50,88,20,50,35,75,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,assumptions about groups,12/16,12,16,GSGSGGGGGGGGSGGS,draw_stars_knees|eat_flowers|dont_like_mud|like_sing|dont_like_icecream|babies_blankets|can_flip_air|flap_arms_happy|chase_shadows|bounce_ball_head|freckles_feet|stripes_hair|scared_ladybugs|sleep_trees|hop_puddles|climb_fences,FL_44,opera|potatoes|window|sad|yellow|garbage|cats|cave|banjo|look_left|pond|attn_check|clap|maple_syrup|song|dance|lion
f8a0634eed8b,2025-03-10 08:40:18,2025-03-10 08:46:46,IP Address,100,387,True,2025-03-10 08:46:46,R_3o5rXmPaQmhtVms,anonymous,EN,I consent,"Yes, I will",bird,dog|horse|pig|bird|cow,1,2,5,24,10,5,1,26,20,10,51,100,25,5,49,50,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American,Native American, American Indian, or Alaska Native",NA,"Bachelor's (B.A., B.S.)",NA,bias based on limited info,4/4,4,4,GGGG,chase_shadows|flap_arms_happy|like_sing|climb_fences,FL_36,cats|garbage|cave|clap|window|attn_check|look_left|pond|lion|sad|yellow|potatoes|song|banjo|maple_syrup|dance|opera
2c2f8fc108e7,2025-03-10 08:41:34,2025-03-10 08:46:52,IP Address,100,318,True,2025-03-10 08:46:53,R_516tcr5KItoMH4z,anonymous,EN,I consent,"Yes, I will",bird,dog|cow|bird|horse|pig,25,5,25,15,30,25,35,15,10,15,10,30,25,15,20,10,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,Some college,NA,Frankly I have no clue,0/4,0,4,SSSS,climb_fences|dont_like_icecream|stripes_hair|flap_arms_happy,FL_15,pond|garbage|banjo|clap|cave|attn_check|potatoes|yellow|look_left|maple_syrup|window|song|cats|opera|sad|lion|dance
e3cf78720d26,2025-03-10 08:40:15,2025-03-10 08:46:55,IP Address,100,400,True,2025-03-10 08:46:55,R_6AKFVk3OgzM39Ol,anonymous,EN,I consent,"Yes, I will",bird,cow|pig|bird|dog|horse,8,0,51,66,28,11,0,0,4,51,13,87,19,0,10,50,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,High school/GED,N/A,What people think about other people.,0/12,0,12,SSSSSSSSSSSS,dont_like_mud|eat_flowers|dont_like_icecream|hop_puddles|like_sing|freckles_feet|scared_ladybugs|flap_arms_happy|sleep_trees|draw_stars_knees|stripes_hair|climb_fences,FL_34,yellow|garbage|banjo|clap|maple_syrup|cave|sad|pond|lion|attn_check|dance|cats|song|potatoes|window|opera|look_left
861e1c8214e3,2025-03-10 08:41:34,2025-03-10 08:46:58,IP Address,100,324,True,2025-03-10 08:46:59,R_30ON8l4ZJqhCmVb,anonymous,EN,I consent,"Yes, I will",bird,cow|dog|horse|pig|bird,64,68,51,18,50,86,67,26,17,27,81,74,21,51,46,74,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,Traits associated with a group of people,0/16,0,16,SSSSSSSSSSSSSSSS,bounce_ball_head|dont_like_mud|chase_shadows|climb_fences|eat_flowers|babies_blankets|scared_ladybugs|stripes_hair|freckles_feet|sleep_trees|can_flip_air|flap_arms_happy|like_sing|dont_like_icecream|draw_stars_knees|hop_puddles,FL_35,look_left|attn_check|banjo|maple_syrup|pond|dance|song|sad|opera|potatoes|clap|window|lion|cave|garbage|cats|yellow
3ea800788f94,2025-03-10 08:42:17,2025-03-10 08:47:04,IP Address,100,287,True,2025-03-10 08:47:04,R_7KrIVY8JERlrc6Y,anonymous,EN,I consent,"Yes, I will",bird,cow|dog|pig|bird|horse,8,2,23,37,50,25,19,9,11,23,49,75,39,10,23,24,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Doctoral (Ph.D., J.D., M.D.)",NA,I don't know,12/12,12,12,GGGGGGGGGGGG,dont_like_mud|can_flip_air|stripes_hair|climb_fences|flap_arms_happy|scared_ladybugs|chase_shadows|dont_like_icecream|babies_blankets|hop_puddles|freckles_feet|bounce_ball_head,FL_43,clap|cats|song|window|lion|cave|attn_check|opera|dance|banjo|potatoes|maple_syrup|sad|look_left|pond|yellow|garbage
33d09cb49772,2025-03-10 08:38:10,2025-03-10 08:47:09,IP Address,100,538,True,2025-03-10 08:47:10,R_72tdN5qwewnWrHF,anonymous,EN,I consent,"Yes, I will",bird,cow|bird|horse|pig|dog,60,10,30,80,50,10,70,40,70,5,70,40,45,25,10,40,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people,No,Male,NA,South or Southeast Asian,NA,"Doctoral (Ph.D., J.D., M.D.)",N/A,How limited information can shape perceptions of a group of people,4/4,4,4,GGGG,freckles_feet|sleep_trees|dont_like_icecream|dont_like_mud,FL_36,sad|song|cave|lion|potatoes|pond|attn_check|maple_syrup|dance|look_left|garbage|opera|clap|cats|banjo|window|yellow
7b70e8acf440,2025-03-10 08:43:19,2025-03-10 08:47:17,IP Address,100,238,True,2025-03-10 08:47:18,R_5pf1jRerSP4MbPw,anonymous,EN,I consent,"Yes, I will",bird,bird|dog|horse|pig|cow,61,50,37,12,76,83,12,23,8,15,51,10,12,21,75,32,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,Not sure?,0/4,0,4,SSSS,sleep_trees|flap_arms_happy|dont_like_icecream|hop_puddles,FL_15,maple_syrup|potatoes|window|pond|lion|look_left|clap|yellow|attn_check|garbage|dance|song|sad|opera|banjo|cats|cave
8f00c1473386,2025-03-10 08:41:54,2025-03-10 08:47:42,IP Address,100,348,True,2025-03-10 08:47:43,R_6yIKmhO6eVzNlC1,anonymous,EN,I consent,"Yes, I will",bird,dog|bird|pig|cow|horse,3,1,20,15,80,5,30,10,15,45,50,80,25,10,70,10,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,Some college,NA,Prejudice on a group of people,4/12,4,12,SSSSSGGSSGSG,babies_blankets|can_flip_air|hop_puddles|eat_flowers|sleep_trees|climb_fences|dont_like_icecream|draw_stars_knees|like_sing|stripes_hair|dont_like_mud|scared_ladybugs,FL_38,cats|window|yellow|clap|opera|look_left|maple_syrup|banjo|sad|cave|song|lion|pond|attn_check|garbage|dance|potatoes
c8c871671fa5,2025-03-10 08:41:34,2025-03-10 08:47:54,IP Address,100,379,True,2025-03-10 08:47:54,R_7xDINsFuozVTbD9,anonymous,EN,I consent,"Yes, I will",bird,dog|cow|bird|pig|horse,37,13,44,25,41,46,17,36,76,42,64,85,53,70,32,19,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",none,if people will assume fictional people will do certian actvities,0/16,0,16,SSSSSSSSSSSSSSSS,dont_like_icecream|climb_fences|dont_like_mud|freckles_feet|eat_flowers|draw_stars_knees|hop_puddles|can_flip_air|like_sing|bounce_ball_head|chase_shadows|scared_ladybugs|flap_arms_happy|stripes_hair|babies_blankets|sleep_trees,FL_35,pond|window|sad|cats|song|cave|dance|garbage|opera|clap|potatoes|attn_check|lion|banjo|maple_syrup|yellow|look_left
38ab75824f72,2025-03-10 08:38:45,2025-03-10 08:47:58,IP Address,100,552,True,2025-03-10 08:47:58,R_6hBkcoMjUI47Uhp,anonymous,EN,I consent,"Yes, I will",bird,cow|horse|dog|bird|pig,10,0,85,43,68,88,1,16,5,97,45,100,27,4,76,78,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,How I would guess the percentages of what Zarpies do,12/12,12,12,GGGGGGGGGGGG,eat_flowers|chase_shadows|scared_ladybugs|climb_fences|dont_like_icecream|draw_stars_knees|like_sing|stripes_hair|bounce_ball_head|dont_like_mud|sleep_trees|can_flip_air,FL_43,look_left|window|yellow|cave|cats|maple_syrup|garbage|clap|pond|banjo|lion|song|dance|attn_check|opera|sad|potatoes
